artista;luogo ;orario ;data;immagine ;biglietti;mappa;spotify*;instagram*;biografia;RockInRoma;RomeSummerFest
Jacob Collier - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;24/07/2023;..\imgs\jacob-collier-biglietti.jpg;https://www.ticketone.it/event/jacob-collier-auditorium-parco-della-musica-ennio-morricone-16331503/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F24%2F2023&checkout=07%2F25%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/0QWrMNukfcVOmgEU0FEDyD?si=50af9b37598c4821;https://www.instagram.com/jacobcollier/;"Non capita spesso di incontrare un artista come Jacob Collier. Il ventiseienne londinese è stato definito da molti come uno dei musicisti più innovativi della sua generazione. Il suo album di debutto “In My Room” è riuscito a conquistare ben due Grammy Awards.
Nel gennaio del 2018, Jacob ha iniziato a un progetto discografico senza precedenti: un album quadruplo chiamato DJESSE: 50 canzoni, divise tra quattro volumi, ognuno dei quali all'interno di un diverso universo di suono, stile e genere. Sparsi nei quattro volumi ci sono più di 30 collaboratori provenienti da ogni angolo del mondo della musica. Djesse Volumes 1 e 2 gli hanno valso un GRAMMY ciascuno!";NO;SI
Massimo Ranieri;Terme di Caracalla;21:00;24/07/2023;..\imgs\massimo-ranieri-biglietti-3.jpg;https://www.ticketone.it/event/massimo-ranieri-tutti-i-sogni-ancora-in-volo-tour-terme-di-caracalla-16778102/;https://www.stay22.com/events/gm/ChIJ1YU-M85hLxMR3Jhb6gZAK2o?searchterm=Terme+di+Caracalla%2C+Viale+delle+Terme+di+Caracalla%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F24%2F2023&checkout=07%2F25%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.889235084181706&nelng=12.507052074714835&swlat=41.869839844157696&swlng=12.47782672528902&zoom=14;https://open.spotify.com/artist/1VZvpyWFZWk1GitulKUo3d?si=9ca7147268474265;https://www.instagram.com/ranieri_official/;Massimo Ranieri, pseudonimo di Giovanni Calone, nato a Napoli il 3 maggio 1951, è un cantante, attore, conduttore televisivo, showman e regista teatrale italiano. Attore di teatro, cantante di musica leggera e showman in genere, si è dedicato occasionalmente anche al cinema, e raramente al doppiaggio. Con più di quattordici milioni di dischi, è tra gli artisti italiani che hanno venduto di più nel mondo. Durante la sua carriera ha pubblicato 31 album (di cui 23 in studio, 4 live e 4 raccolte) e 36 singoli.;NO;NO
Pinguini Tattici Nucleari ;Stadio Olimpico ;21:00;24/07/2023;..\imgs\ptn-stadi-biglietti-2.jpg;https://www.ticketone.it/event/pinguini-tattici-nucleari-stadio-olimpico-16095555/;https://www.stay22.com/events/gm/Ei1WaWFsZSBkZWxsbyBTdGFkaW8gT2xpbXBpY28sIFJvbWEsIFJNLCBJdGFsaWEiLiosChQKEglbCqkClmAvExESzembKFY9YBIUChIJu46S-ZZhLxMROG5lkwZ3D7k?searchterm=Viale+dello+Stadio+Olimpico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F24%2F2023&checkout=07%2F25%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94029583028009&nelng=12.46861067471798&swlat=41.92091609776975&swlng=12.439385325292193&zoom=14;https://open.spotify.com/artist/6RdcIWVKYYzNzjQRd3oyHS?si=4abe6462e2294da8;https://www.instagram.com/pinguini_tattici_nucleari/;È Riccardo Zanotti, classe 1994, il volto, la voce (nonché compositore e autore) del progetto Pinguini Tattici Nucleari, accompagnato in questa avventura dagli inseparabili Elio Biffi (tastiere), Nicola Buttafuoco (chitarra), Matteo Locati (batteria), Simone Pagani (basso) e Lorenzo Pasini (chitarra). Nel 2020 la band ottiene il terzo posto alla 70sima edizione del Festival di Sanremo con Ringo Starr (certificato triplo platino),interamente scritto e composto da Zanotti. È una prestigiosa collezione di Dischi d'Oro, di Doppio, Triplo e Quadruplo Platino, con una permanenza ai vertici delle classifiche di oltre cento settimane, quella che accompagna il successo della band, con più di un miliardo di streaming e un'estate 2022 da trecentomila presenze.;NO;NO
Tash Sultana - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;26/07/2023;..\imgs\tash-sultana-biglietti.jpg;https://www.ticketone.it/event/tash-sultana-auditorium-parco-della-musica-ennio-morricone-16520351/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F26%2F2023&checkout=07%2F27%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93907991501359&nelng=12.489449374713558&swlat=41.91969981304209&swlng=12.460224025287744&zoom=14;https://open.spotify.com/artist/6zVFRTB0Y1whWyH7ZNmywf?si=4103e931d3b64367;https://www.instagram.com/tashsultanaofficial/;"Tash Sultana è polistrumentista, cantautrice e produttrice. Inizia a suonare la chitarra a soli 3 anni e la sua curiosità la porterà poi a sperimentare i più disparati strumenti musicali: dal pianoforte alla drum machine, dal synth al flauto, creando così un suo stile completamente personale.
Tash, sfruttando le 5 ottave di estensione vocale e facendole coincidere ed intrecciare a suoni di chitarra quasi percussivi, riesce a creare armonizzazioni totalmente originali.
Tash con il suo team, impiegando più di due anni, hanno messo a punto una loop station, progettata e costruita per soddisfare appieno lo stile di performance live intricato ed unico nel suo genere. ";NO;SI
Sfera Ebbasta + Shiva - Rock in Roma;Ippodromo Le Capannelle;21:15;26/07/2023;..\imgs\sfera-ebbasta-biglietti.jpg;https://www.ticketone.it/event/sfera-ebbasta-ippodromo-le-capannelle-16555195/;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F26%2F2023&checkout=07%2F27%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.88338418323636&nelng=12.662432567903153&swlat=41.78813749314895&swlng=12.519010068217426&zoom=11.705020811828136;https://open.spotify.com/artist/23TFHmajVfBtlRx5MXqgoz?si=e1fdb3151fe44ccd;https://www.instagram.com/sferaebbasta/;"Gionata Boschetti in arte Sfera Ebbasta, classe 1992, è un rapper originario di Cinisello Balsamo. Insieme a Charlie Charles, suo produttore e amico di sempre, esordisce nel 2015 con il primo disco “XDVR“. Il singolo “Ciny” che racconta la realtà di strada di Cinisello Balsamo (“Ciny”, appunto) diventa un inno per i ragazzi dei quartieri periferici di tutta Italia. L’album si rivela la novità del panorama rap italiano del 2015 e SFERA EBBASTA – soprannominato “Trap King” per il nuovo genere musicale che caratterizza i suoi brani - diventa l’artista da tenere d’occhio.
L’immaginario di Sfera Ebbasta affronta con una spontaneità quasi disarmante le tematiche della vita nei quartieri con lo sguardo critico e attento di chi il quartiere lo ha vissuto per davvero, descrivendo con estrema chiarezza uno spaccato di realtà giovanile comune in molte periferie delle principali città italiane.  Il grande successo di pubblico, le soddisfazioni dell’album Rockstar, il tour europeo e la richiesta di Sfera all’estero sono la testimonianza del suo grande appeal internazionale confermata dalle collaborazioni con colossi della musica internazionale. Un artista che attraverso un sound riconoscibile e ad uno stile unico e inimitabile è riuscito ad imporsi nella scena globale colmando un grande gap e riportando l’Italia a competere con il resto del Mondo.";SI;NO
Diodato - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;27/07/2023;..\imgs\diodato-biglietti.jpg;https://www.ticketone.it/event/diodato-auditorium-parco-della-musica-ennio-morricone-16665806/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F27%2F2023&checkout=07%2F28%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.933620877374494&nelng=12.479535930195453&swlat=41.92393073302196&swlng=12.464923255482034&zoom=15;https://open.spotify.com/artist/2QWrpLRDeBD1NwWAsytBRi?si=96d67f134fae4e60;https://www.instagram.com/diodatomusic/;"Antonio Diodato, in arte solo Diodato è un cantautore italiano classe ’81 nato ad Aosta. Cresce a Taranto, in Puglia, regione di cui è originario per poi trasferirsi a Roma dove si laurea in cinema al DAMS. I suoi primi lavori musicali nascono in Svezia dove collabora con i dj svedesi Sebastian Ingrosso e Steve Angello, che diventeranno poi gli Swedish House Mafia. Nel 2013 riceve la prima offerta discografica e pubblica il suo primo disco dal titolo “E forse sono pazzo”. Nel 2019 presenta i singoli ""Il commerciante"", ""Non ti amo più"" e ""Che vita meravigliosa"" - scelta da Ferzan Ozpetek per i titoli di coda del suo film ""La dea fortuna"". Nel febbraio 2020 vince la settantesima edizione del Festival della Canzone Italiana con ""Fai rumore"".";NO;SI
Carl Brave;Auditorium Parco della Musica Ennio Morricone;21:00;28/07/2023;..\imgs\carl-brave-biglietti-2.jpg;https://www.ticketone.it/event/carl-brave-auditorium-parco-della-musica-ennio-morricone-16885193/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F28%2F2023&checkout=07%2F29%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.933913208358035&nelng=12.474651843125656&swlat=41.923764689768575&swlng=12.459347927888615&zoom=14.933319485907454;https://open.spotify.com/artist/29nrwultxQ8jENVmXoyMqK?si=0244b5f7184247c0;https://www.instagram.com/carlbrave23/;Nel 2017 ha pubblicato “Polaroid” in coppia con Franco126. Un disco emerso rapidamente e con forza dal tam tam del web per poi entrare stabilmente non solo nelle classifiche di vendita, ma anche e soprattutto nell’immaginario collettivo contemporaneo. Un nuovo sound fresco e coinvolgente scaturito dall’abile produzione di Brave che ha composto tutte le basi presenti nel disco. “Polaroid” ha conquistato tutta la penisola grazie anche alle decine di concerti sold-out messi a segno tra maggio 2017 e settembre 2018. La prolifica capacità compositiva di Carl Brave è sfociata nell’esordio solista “Notti Brave”. L’album, uscito a maggio 2018, è entrato diretto al primo posto in classifica, restandoci per due settimane. Un caleidoscopio di generi e sfumature che, dal pop, all’indie, al rap fa il paio con l’instancabile verve di Carl Brave. Una continua ricerca di dettagli sonori che si riflette nei testi sempre densi di atmosfere e pratiche quotidiane in cui riconoscersi.;NO;NO
Ozuna - Rock in Roma;Ippodromo Le Capannelle;21:45;28/07/2023;..\imgs\ozuna-biglietti.jpg;https://www.ticketone.it/event/ozuna-ippodromo-le-capannelle-17010603/?affiliate=IGA;https://www.stay22.com/events/gm/ChIJd9KYxquJJRMRxV3Tu6pnxfI?searchterm=Ippodromo+Capannelle%2C+Via+Appia+Nuova%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=07%2F28%2F2023&checkout=07%2F29%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.84462845335818&nelng=12.584259293760852&swlat=41.804461446961795&swlng=12.55464770623638&zoom=13;https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY?si=33f669a76ef44502;https://www.instagram.com/ozuna/;"OZUNA inizia ufficialmente a produrre la sua musica e a pubblicarla sui suoi canali digitali nel 2014, anno in cui esce ‘Si Tu Marido No Te Quiere’, che diventa una hit radiofonica in tutta l’America Latina dove l’artista inizia ad esibirsi in numerosi concerti. Il successo internazionale arriva nel 2016 con i singoli 'La Ocasione’, realizzato in collaborazione con Arcangel e Anuel AA con oltre 131,5 milioni di stream su Spotify, e ‘No Quiere Enamorarse’ featuring Daddy Yankee, canzone che conta più di 24 milioni di stream su Spotify. Nel 2017 ha pubblicato il suo album di debutto “Odisea”. Nel 2019, ha pubblicato molti singoli di successo tra cui ‘Baila Baila Baila’, ‘Amor Genuino’, ‘Vacía Sin Mí’ featuting Darell, ‘Yo x Ti, Tu x Mi’ featuring Rosaria, ‘Muito Calor’ con la cantante brasiliana Anitta e ‘Hasta Que Salga el Sol’. Nek 2020 è uscito “ENOC”, il suo lavoro più completo, in cui resta fedele al personaggio di bad-boy romantico, ma non senza esplorare una modalità di scrittura più matura, tipica della musica urban. Caratterizzato da autentici arrangiamenti reggaeton, l’album offre a ciascuno degli artisti con i quali Ozuna ha collaborato un ampio spazio per contribuire con la propria cifra stilistica. OZUNA, secondo il Guinness Book of World Records, detiene quattro record mondiali: è il primo artista under 27 ad aver raggiunto nel minor tempo 1 miliardo di visualizzazioni ad un video su Youtube; è l’artista che per più tempo ha avuto un album (‘Odisea’) alla prima posizione nella Top Latin Albums di Billboard su Spotify; è l’unico ad aver ottenuto ben 23 nomination in 15 categorie per i Billboard Latin Music Awards ed è l’unico ad averne vinti ben 11.";SI;NO
Emiliana Torrini & The Colorist Orchestra - Roma Summer Fest;Auditorium Parco della Musica - Cavea;21:00;01/08/2023;..\imgs\torrini-biglietti.jpg;https://www.ticketone.it/event/emiliana-torrini-the-colorist-orchestra-auditorium-parco-della-musica-ennio-morricone-16924698/?affiliate=IGA;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=08%2F01%2F2023&checkout=08%2F02%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.939510406297586&nelng=12.482309981420457&swlat=41.91926918805143&swlng=12.467363418570244&zoom=13.986348080989785;https://open.spotify.com/artist/08j69Ndyx1P7RLO3Janb5P?si=9a940fef3261428f;https://www.instagram.com/emilianatorrini/?hl=it;Emilíana Torrini Davíðsdóttir (Kópavogur, 16 maggio 1977) è una cantautrice islandese. Nata da madre islandese e padre italiano (di Napoli), è conosciuta per il suo album di debutto mondiale Love in the Time of Science. Inizia ad accostarsi alla musica tramite il nonno, un pianista jazz. A sette anni entra in un coro come soprano e a quindici si iscrive ad una scuola di lirica. Nel 2000 viene pubblicato Love in the Time of Science, un album dai contorni trip hop che abbraccia ritmiche downtempo e intermezzi di distorsioni e chitarre. L'album conquista i favori di pubblico e critica[1] e la Torrini intraprende un tour con i Thievery Corporation. Nello stesso anno canta in una traccia di Bunkka di Paul Oakenfold e debutta nel mondo del cinema interpretando The Gollum's Song per la colonna sonora del film di Peter Jackson Il Signore degli Anelli - Le due torri. ;NO;SI
Imagine Dragons - Rock In Roma;Circo Massimo ;21:00;05/08/2023;..\imgs\imagine-dragons-biglietti-quadrata.jpg,..\imgs\imagine-dragons-biglietti.jpg;https://www.ticketone.it/event/imagine-dragons-circo-massimo-16228969/;https://www.stay22.com/events/gm/ChIJxcVH3MphLxMRbNmoLfoNEWg?searchterm=Circo+Massimo%2C+Via+del+Circo+Massimo%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=08%2F05%2F2023&checkout=08%2F06%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.8924320567543&nelng=12.497787376007096&swlat=41.88057427765614&swlng=12.479917758705284&zoom=14.7097115363956;https://open.spotify.com/artist/53XhwfbYqKCa1cC15pYq2q?si=78cc8943defb4823;https://www.instagram.com/imaginedragons/;La band americana formata da Dan Reynolds (voce, chitarra acustica, tastiera, percussioni), Wayne Sermon (chitarra elettrica e acustica, mandolino elettrico, percussioni, cori), Ben McKee (basso, tastiera, sintetizzatore, percussioni, cori) e Daniel Platzman (batteria, percussioni, viola, cori) muove i primi passi nel 2008, anno in cui pubblica il primo EP Speak to Me seguito poi nel 2010 da un altro EP It's Time (platino) e dalla firma nel 2011 del contratto discografico con la Interscope Records, etichetta appartenente alla Universal Music Group e la KIDinaCorner. Arriva nel 2012 il primo album Night Visions, certificato Platino in Italia, che debutta direttamente alla seconda posizione della Billboard 200, vendendo nella prima settimana 83.000 copie. L’album contiene, fra le altre, le hit Demons (5 volte Platino) e Radioactive, che vola in vetta alla Billboard Hot Rock chart, regala alla band il Grammy come Best Rock Performance, ottiene la certificazione di Diamante dalla RIAA ed è certificato 4 volte Platino in Italia. Nel 2015 Smoke+Mirrors (disco d’Oro in Italia) debutta al 1° posto della Billboard 200. Il successivo Evolve del 2017 conquista il doppio Platino, una nomination ai Grammy come Best Pop Vocal Album.  Il quarto album della band, Origins, entra al 1° posto delle classifiche ufficiali degli album Alternative e Rock su Billboard, mentre il singolo Natural per nove settimane consecutive è il brano più ascoltato nella classifica Alternative Radio e detiene tuttora il record per il maggior numero di passaggi settimanali di tutti i tempi.;SI;NO
Carmen Consoli - Elvis Costello - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;28/08/2023;..\imgs\consoli-costello-biglietti.jpg;https://www.ticketone.it/event/carmen-consoli-elvis-costello-auditorium-parco-della-musica-ennio-morricone-16946053/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=08%2F28%2F2023&checkout=08%2F29%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.93941510385224&nelng=12.485780112781981&swlat=41.91936452059474&swlng=12.46389328722023&zoom=14;https://open.spotify.com/artist/6C3OLzdOvBI9yCOCf7iC4E?si=ead0fc4a59fd49d1;https://www.instagram.com/carmenconsolimusic/;Nata a Catania, Carmen si avvicina alla musica sin da bambina: ha appena 9 anni quando inizia a suonare la chitarra elettrica e a 14 anni è già sui palchi con una cover band di rock-blues, i Moon Dog’s Party. A Roma entra nel giro blues della capitale e, tornata a Catania, realizza il suo primo album, “Due parole”: un’affascinante raccolta di quadretti pop rock in chiave elettroacustica tra cui “Amore di plastica”, proposto al Festival di Sanremo del ‘96 e che impone Carmen all’attenzione di critica e pubblico. Nel 1997 torna a Sanremo con “Confusa e felice”, brano che lancia l'album omonimo. Un disco più elettrico e ‘sporco’ del precedente, che contiene il brano “Per niente stanca”, e conferma il talento dell’artista. Nel Marzo 2004 è la prima artista italiana a partecipare all’importante “South By South West Festival” ad Austin, Texas. Il 6 febbraio 2005 è l’unica artista italiana a partecipare in Etiopia alle celebrazioni dell’anniversario della scomparsa di Bob Marley organizzate dalla moglie Rita. ;NO;SI
Claudio Baglioni;Foro Italico;21:00;21/09/2023;..\imgs\baglioni-tuttocuore-biglietti-2.jpg;https://www.ticketone.it/event/claudio-baglioni-atuttocuore-foro-italico-16632158/;https://www.stay22.com/events/gm/ChIJJxBJw75gLxMRWrPE8WZpOhM?searchterm=Foro+Italico%2C+Viale+del+Foro+Italico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=09%2F21%2F2023&checkout=09%2F22%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.941869817999645&nelng=12.467247112783411&swlat=41.921820006435695&swlng=12.445360287221689&zoom=14;https://open.spotify.com/artist/5zBAb4P2NoTps0shbgZvgj?si=5f593204bf154ae4;https://www.instagram.com/claudiobaglioniofficial/;"Musicista, compositore, autore, interprete, scrittore e architetto. Claudio Baglioni è uno tra gli artisti più amati e di maggior successo di pubblico e di critica nella storia della musica popolare italiana.
Nato a Roma nel 1951, ha studiato pianoforte e chitarra, armonia e composizione. La sua prima opera - una suite musicale, ispirata alla poesia “Annabel Lee” di Edgar Allan Poe - è stata realizzata nel 1967.
Nel settembre del 1970 esce il suo primo album ufficiale: “Claudio Baglioni”. Da allora, Baglioni ha pubblicato - in Italia - 16 album originali, 11 album dal vivo e numerose raccolte di successi. Ha registrato in italiano, spagnolo, francese, inglese, portoghese, maltese, tedesco e polacco. Ha creato 360 composizioni, tra canzoni e suite, oltre a 4 opere musicali. Ha composto l’inno dei Mondiali di nuoto 1994, l’inno della Nazionale italiana di calcio 1998, l’inno delle Olimpiadi invernali 2006 e l’inno Mondiali di Nuoto 2009. ";NO;NO
Paul Weller - Roma Summer Fest;Auditorium Parco della Musica Ennio Morricone;21:00;22/09/2023;..\imgs\paul-weller-biglietti.jpg;https://www.ticketone.it/event/paul-weller-auditorium-parco-della-musica-ennio-morricone-16812361/;https://www.stay22.com/events/gm/ChIJ27JCEt1gLxMRwHQCZe1i4jI?searchterm=Auditorium+Parco+della+Musica%2C+Via+Pietro+de+Coubertin%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=09%2F22%2F2023&checkout=09%2F23%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.9479596230191&nelng=12.500479004009378&swlat=41.9109086929146&swlng=12.444605863189338&zoom=13.065065352735527;https://open.spotify.com/artist/7Lf3LOZp3U3u2f6cWMd3AH?si=a647d7ba4b9c48f6;https://www.instagram.com/paulwellerhq/;25 maggio 1958: Paul Weller nasce a Woking, Surrey, in Inghilterra. Nel 1973, giovanissimo, fonda una prima versione dei Jam con Steve Brooks, Neil Harris e Dave Waller. Nel 1977 il gruppo, rimodellato come trio dopo l’ingresso di Bruce Foxton (basso) e Rick Buckler (batteria) a fianco del leader, firma con la Polydor e pubblica l’album IN THE CITY. La band si impone in piena era punk suonando al 100 Club di Londra ed entra nei Top 40 in Inghilterra. Nel 1992 comincia la carriera da solista, proseguita con grande successo soprattutto in patria. ;NO;SI
Claudio Baglioni;Foro Italico;21:00;22/09/2023;..\imgs\baglioni-tuttocuore-biglietti-2.jpg;https://www.ticketone.it/event/claudio-baglioni-atuttocuore-foro-italico-16656336/;https://www.stay22.com/events/gm/ChIJJxBJw75gLxMRWrPE8WZpOhM?searchterm=Foro+Italico%2C+Viale+del+Foro+Italico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=09%2F22%2F2023&checkout=09%2F23%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94153464206465&nelng=12.470916374716495&swlat=41.92215528598166&swlng=12.44169102529068&zoom=14;https://open.spotify.com/artist/5zBAb4P2NoTps0shbgZvgj?si=5f593204bf154ae4;https://www.instagram.com/claudiobaglioniofficial/;"Musicista, compositore, autore, interprete, scrittore e architetto. Claudio Baglioni è uno tra gli artisti più amati e di maggior successo di pubblico e di critica nella storia della musica popolare italiana.
Nato a Roma nel 1951, ha studiato pianoforte e chitarra, armonia e composizione. La sua prima opera - una suite musicale, ispirata alla poesia “Annabel Lee” di Edgar Allan Poe - è stata realizzata nel 1967.
Nel settembre del 1970 esce il suo primo album ufficiale: “Claudio Baglioni”. Da allora, Baglioni ha pubblicato - in Italia - 16 album originali, 11 album dal vivo e numerose raccolte di successi. Ha registrato in italiano, spagnolo, francese, inglese, portoghese, maltese, tedesco e polacco. Ha creato 360 composizioni, tra canzoni e suite, oltre a 4 opere musicali. Ha composto l’inno dei Mondiali di nuoto 1994, l’inno della Nazionale italiana di calcio 1998, l’inno delle Olimpiadi invernali 2006 e l’inno Mondiali di Nuoto 2009. ";NO;NO
Claudio Baglioni;Foro Italico;21:00;23/09/2023;..\imgs\baglioni-tuttocuore-biglietti-2.jpg;https://www.ticketone.it/event/claudio-baglioni-atuttocuore-foro-italico-16656335/;https://www.stay22.com/events/gm/ChIJJxBJw75gLxMRWrPE8WZpOhM?searchterm=Foro+Italico%2C+Viale+del+Foro+Italico%2C+Roma%2C+RM%2C+Italia&aid=222&aidappend=&checkin=09%2F23%2F2023&checkout=09%2F24%2F2023&adults=2&children=0&infants=0&rooms=1&bedrooms=0&beds=0&bathrooms=0&minstarrating=&minguestrating=&min=0&max=1000&showhotels=false&showairbnbs=false&showothers=false&invmode=accommodation&nelat=41.94153464206465&nelng=12.470916374716495&swlat=41.92215528598166&swlng=12.44169102529068&zoom=14;https://open.spotify.com/artist/5zBAb4P2NoTps0shbgZvgj?si=5f593204bf154ae4;https://www.instagram.com/claudiobaglioniofficial/;"Musicista, compositore, autore, interprete, scrittore e architetto. Claudio Baglioni è uno tra gli artisti più amati e di maggior successo di pubblico e di critica nella storia della musica popolare italiana.
Nato a Roma nel 1951, ha studiato pianoforte e chitarra, armonia e composizione. La sua prima opera - una suite musicale, ispirata alla poesia “Annabel Lee” di Edgar Allan Poe - è stata realizzata nel 1967.
Nel settembre del 1970 esce il suo primo album ufficiale: “Claudio Baglioni”. Da allora, Baglioni ha pubblicato - in Italia - 16 album originali, 11 album dal vivo e numerose raccolte di successi. Ha registrato in italiano, spagnolo, francese, inglese, portoghese, maltese, tedesco e polacco. Ha creato 360 composizioni, tra canzoni e suite, oltre a 4 opere musicali. Ha composto l’inno dei Mondiali di nuoto 1994, l’inno della Nazionale italiana di calcio 1998, l’inno delle Olimpiadi invernali 2006 e l’inno Mondiali di Nuoto 2009. ";NO;NO
